Ulasan,Sentimen,Tipe Barang,Deteksi_Bahasa
kualitas bagus bohong saja colok nya type c bisa masuk hape masih pake colok jack audio cari connector nya packing rapih produk ter,positif,Moondrop CHU 2 DSP / CHU II DSP Dynamic Driver In Ear Monitor Earphone,id
iem pertama jauh puas kualitas barang maupun layan toko terima kasih moga ngelotok yang sering bahas grup audio,positif,Moondrop CHU 2 DSP / CHU II DSP Dynamic Driver In Ear Monitor Earphone,id
suara enak banget iem harga gin jujur aja kalau suruh pilih atau 7hz salnotes zero bingung chu2 lebih warm sounding kalau suruh pilih chu,positif,Moondrop CHU 2 / CHU II Dynamic Driver In Ear Monitor Earphone,id
barang sesuai,positif,Moondrop MAY DSP Dynamic Driver + Planar DriverÂ In-Ear Headphone,id
kualitas mantap,positif,Moondrop CHU 2 / CHU II Dynamic Driver In Ear Monitor Earphone,id
baagussss banget,positif,RUIZU M18 Portable MP3/MP4 Player With Recording Radio E-Book,id
barang sesuai gambar deskripsi bagus moga awet jual responsif,positif,"RUIZU M1  MP3 / MP4 with Screen Support FM, Recording, E-Book, Clock",id
jual ramah kirim cepat,positif,RUIZU D29 Bluetooth MP3 Player Portable Audio 8GB Support Radio FM,id
bagus bangetsuaranya uenak,positif,Moondrop GOLDEN AGES:1979 13MM Super Linear Planar Magnetic Driver TWS,id
barang terima baikcuma ko ada kartu garansi yah,positif,Moondrop Space Travel True Wireless TWS Earphone Bluetooth 5.3,id
packingan tebal sangat oke soundnya oke apk android bubble tebal,positif,Moondrop Space Travel True Wireless TWS Earphone Bluetooth 5.3,id
suara,positif,Moondrop CHU 2 DSP / CHU II DSP Dynamic Driver In Ear Monitor Earphone,id
barang aman segel,positif,Moondrop CHU 2 DSP / CHU II DSP Dynamic Driver In Ear Monitor Earphone,id
suara asik balanced harga gin entah lebih nyaman redmi buds 3 pro pakai telinga,positif,Moondrop Space Travel True Wireless TWS Earphone Bluetooth 5.3,id
paket dengan selamat jauh masih aman nyaman pakai,positif,Moondrop Space Travel True Wireless TWS Earphone Bluetooth 5.3,id
packing rapih barang dengan aman,positif,Moondrop CHU 2 / CHU II Dynamic Driver In Ear Monitor Earphone,id
cakep banget noice cancelling nya beuh mantap betul,positif,Moondrop Space Travel True Wireless TWS Earphone Bluetooth 5.3,id
bahan biasa aja harga sekian terlalu mahal hehhe,positif,FiiO SK-KA13 / SK KA13 / SK KA-13 Exclusive Leatherette Case for KA13,id
barang original kualitas bagus desain bagus speakernya jelas terima kasih sukses selalu,positif,Moondrop MC1 Multipurpose Microphone 3.5mm Upgrade Cable,id
mantap gan,positif,Moondrop CHU 2 / CHU II Dynamic Driver In Ear Monitor Earphone,id
build quality biasa earphone kurang cocok telinga suara biasa user interface menu tombol perlu biasa layan jual baik,positif,RUIZU X02 MP3 Portable Music Player with Support FM Radio E-Book,id
packing aman banget buat tone suara buat sih udah pas bukan tipikal basshead banget jadi masihh,positif,Moondrop CHU 2 / CHU II Dynamic Driver In Ear Monitor Earphone,id
terima kasih mantap barang kirim cepat,positif,Moondrop Space Travel True Wireless TWS Earphone Bluetooth 5.3,id
pas banget buat perintilan audio dap hiby r6 iii masuk space muat 2 iem andal bahkan masih bisa bawa dac dongle,positif,DD ddHiFi CZ180 / CZ-180 / CZ 180 Portable HiFi Storage Case,id
sangat puas material desain rasa feel premium karena kulit bukan silikon jadi copot pasang jadi mudah bahkan saking mud,positif,Moondrop Protective Leather Case for SPACE TRAVEL TWS Earphone,id
barang sesuai yang tampil suara earphone sangat jernih jelas dalam cema sangat takjub,positif,Moondrop CHU 2 / CHU II Dynamic Driver In Ear Monitor Earphone,id
alhamdulillah warna putih darat moga berkah,positif,Moondrop Space Travel True Wireless TWS Earphone Bluetooth 5.3,id
kualitas harga sangat bagus operasi mudah yang pernah punya bluetooth earphone belum jual responsif proses cepat,positif,Moondrop Space Travel True Wireless TWS Earphone Bluetooth 5.3,id
mantap worth it harga packing aman,positif,Moondrop Space Travel True Wireless TWS Earphone Bluetooth 5.3,id
first time pake dsp nyata not jelek fitting telinga enak banget buat dipake lama cuman eartips bawaanya aja gamasuk samsek,positif,Moondrop MAY DSP Dynamic Driver + Planar DriverÂ In-Ear Headphone,id
jam 2 subuh chat adminnya langsung bales jam 2 subuh bayangin sempet ngasih rekomendasi dac barang keren suara bagus design mantap udh 44mm,positif,Moondrop ARIA II / ARIA 2 LCP Diaphragm Driver In Ear Monitor Earphone,id
layan cepat packaging aman barang selamat langsung pakai fungsi dengan baik produk asli great job,positif,Moondrop CHU 2 / CHU II Dynamic Driver In Ear Monitor Earphone,id
mantap suara barang bagus packing bagus,positif,Moondrop Space Travel True Wireless TWS Earphone Bluetooth 5.3,id
bagus fungsi baik segi suara neutral to bright sedikit mic aman cuman kendala kirim gatau dari jne jual alamat sudah say,positif,Hifiman RE-400 Waterline The Perfect Balance In-Ear Monitor Earphones,id
bagus fungsi baik hubung dac iphone lightning cuman kendala kirim gatau dari jne jual alamat sudah tulis no,positif,FiiO LT-LT1 / LT LT1 / LT LT 1 USB Type C to Lightning Data Cable,id
asa upgrade banget gue awam audio biasa pake tws fittingnya enak bikin kuping sakit dipake lama,positif,Moondrop MAY DSP Dynamic Driver + Planar DriverÂ In-Ear Headphone,id
kualitas produk sangat baik,positif,iBasso Audio DC06PRO / DC06 PRO Hi-Res USB DAC and Headphone Amplifier,id
respon toko cepat kirim cepat barang terima ada baik,positif,Moondrop CHU 2 DSP / CHU II DSP Dynamic Driver In Ear Monitor Earphone,id
barang fungsi normal respon kirim cepat,positif,Moondrop CHU 2 / CHU II Dynamic Driver In Ear Monitor Earphone,id
barang terima kirain po nya bulan mei nyata ada barangnyabarang coba,positif,Moondrop GOLDEN AGES:1979 13MM Super Linear Planar Magnetic Driver TWS,id
mantap kirim lebih cepat lama po kira singkat tws murni buat mau fokus dengar musik utama lagu pop jadul rock jazz vocal c,positif,Moondrop GOLDEN AGES:1979 13MM Super Linear Planar Magnetic Driver TWS,id
toko packing aman tws nya desain case nya cakep suara oke,positif,Moondrop Space Travel True Wireless TWS Earphone Bluetooth 5.3,id
mantap akhir coba produk moondrop juga kesan awal moondrop banget mah wkwkw kurang ya paling bagi anc nya kes gimmick aja gapapa tau harga,positif,Moondrop Space Travel True Wireless TWS Earphone Bluetooth 5.3,id
paket overall mantap sih nih iem,positif,Moondrop CHU 2 / CHU II Dynamic Driver In Ear Monitor Earphone,id
barang bagus jual ramah sabar kualitas suara bagus balance tidak terlalu bnyk treble,positif,Moondrop CHU 2 DSP / CHU II DSP Dynamic Driver In Ear Monitor Earphone,id
bagus bangat,positif,Moondrop Space Travel True Wireless TWS Earphone Bluetooth 5.3,id
packing nya aman fungsi baik sesuai expetasi anc nya lumayan overall worth it banget,positif,Moondrop Space Travel True Wireless TWS Earphone Bluetooth 5.3,id
sempurna poko dah,positif,Moondrop MAY DSP Dynamic Driver + Planar DriverÂ In-Ear Headphone,id
dsp nya plug and play hp android windows earphone nya ringan fit nya pas kuping app nya equalizer bawa juga manual setting nya tersimpa,positif,Moondrop MAY DSP Dynamic Driver + Planar DriverÂ In-Ear Headphone,id
mangstabs clean smooth detail separasi tipe ak jenis player pakai tube solid state hybrid lebih baik beli nyesel tidak beli,positif,Astell &Kern ACRO CA1000T Flagship DAP Dual-DAC & Dual Tube Triple Amp,id
kabel sesuai deskripsi overall really mantap quality cable,positif,Moondrop MC2 High-Quality Microphone 3.5mm Upgrade Cable,id
mantap service nya mantap,positif,Moondrop VARIATIONS Hybrid 1DD+2BA+2EST In Ear Monitor Earphone,id
barang sesuai deskripsi,positif,Moondrop Space Travel True Wireless TWS Earphone Bluetooth 5.3,id
fungsi baik pakai 1 bulan ada masalah sama sekali,positif,Moondrop Space Travel True Wireless TWS Earphone Bluetooth 5.3,id
layan mantap respon cepat sempat kendala bantu sangat baik very recommended jual,positif,Moondrop VENUS Full-size Planar 100mm Diaphragm Headphone,id
kayak salah kasih review bagi casing di dap ntah bingung bedain nya kalo hape pokok intium the best barang nya bagus ntah casing ntah,positif,Astell & Kern KANN ULTRA ES9039MPRO Dual DAC Digital Audio Player,id
layan luar biasa kualitas barang nya mantap abis dap kelas medium kualitas high end ngadu sama desktop setup yang lebih mahal saya blind buy,positif,Astell & Kern KANN ULTRA Premium Leather Case,id
suara bagus layan cepat komentar kalau misal nge chat no resi jangan lupa salam kenal dulu,positif,Moondrop Space Travel True Wireless TWS Earphone Bluetooth 5.3,id
sampai selamat coba moga mantap,positif,Moondrop Space Travel True Wireless TWS Earphone Bluetooth 5.3,id
alhamdulillah selamat sampe tuju moga awet,positif,Moondrop CHU 2 / CHU II Dynamic Driver In Ear Monitor Earphone,id
barang original garansi resmi kirim cepat jual responsive,positif,Cayin iDAP 6 / iDAC 6 MKII / iHA 6 High End Audio System,id
pertama kali punya iem puas sama kualitas suara dengar detil,positif,Moondrop CHU 2 DSP / CHU II DSP Dynamic Driver In Ear Monitor Earphone,id
headphone bt rumah sound quality buat bt headphone range 4jtan si bagus baget paling minus low bass deep mas di harga seginimusik edm mas dape,positif,HIFIMAN DEVA PRO Open Back Planar Magnetic Headphone with R2R DAC,id
suara luas detil resolusi mantap musical tecnical mantap bloetooth nya mantap banget beda jauh colok usb recommended,positif,FiiO Q15 / Q-15 Hi-Fi Headphone Amplifier Player MQA Decoder USB DAC,id
kualitas original look nya elegan,positif,FiiO SK-Q15 / SK Q15 Leatherette Case Designed for FiiO Q15,id
mantap dah walaupun kirim jne lama parah mau lebaran,positif,Moondrop CHU 2 DSP / CHU II DSP Dynamic Driver In Ear Monitor Earphone,id
ukir liat kesan mewah liat warna hitam kalau pegang memang rasa mewah mahal untuk kaum dang mending untuk kolektor,positif,DD ddHiFi HS270 / HS 270 Premium Headphone Stand / Standing,id
bisa buat usb audio mobil chery omoda e5 udah test bisa connect buat laptop hp aman suara ubah kalau colok langsung sumber lebih ti,positif,DD ddHiFi TC01A / TC01C HiFi Quality USB-A to USB-C Adapter Converter,id
seperti kokoh bahan 90 aluminum kaki2 buat nahan hp bagai goyang saran kalau anak2 rumah gampang copot keluar kaki2nya ada sistem,positif,DD ddHiFi HS110 / HS-110 / HS 110 HiFi Desktop Stand,id
packing aman barang sesuai di terang paired baik,positif,Moondrop Space Travel True Wireless TWS Earphone Bluetooth 5.3,id
harga standar kualitas bagus fungsi normal produk sesuai kondisi sesuai,positif,DD ddHIFI DJ30C / DJ 30C 3.5mm Female to 3.5mm Male Adapter,id
barang original lengkap mantap quality rekomendasi,positif,Moondrop CHU 2 DSP / CHU II DSP Dynamic Driver In Ear Monitor Earphone,id
pesan sesuai terima cepat,positif,"Ruizu M7 Bluetooth 5.0 MP3/MP4 Player Full HD 2.8"" Color Touch Screen",id
kondisi baik aman tuju kualitas sesuai deskripsi,positif,Hifiman RE-400 Waterline The Perfect Balance In-Ear Monitor Earphones,id
yak sesuai harap mic nya sangat bagus,positif,Moondrop Space Travel True Wireless TWS Earphone Bluetooth 5.3,id
barang aman coba sebentar puas barang sesuai dengan ekpektasi nonton reviewnya makasih banyak,positif,Moondrop Space Travel True Wireless TWS Earphone Bluetooth 5.3,id
barang sesuai iklan packing baik lengkap kirim cepet recommended,positif,DD ddHiFi DJ65B (AL) 6.35mm Male to 4.4mm Female Audio Adapter,id
packing aman mantap suara,positif,Moondrop MAY DSP Dynamic Driver + Planar DriverÂ In-Ear Headphone,id
mantap pol mes cuma kabel pendek banget,positif,Moondrop Blessing 3 Hybrid 2DD+4BA In Ear Monitor Earphone,id
mantap abis upgrade trn orca may asa banget beda pertama kali pake iem mahal wkwk jelas beda soundstage lebih luas tonal,positif,Moondrop MAY DSP Dynamic Driver + Planar DriverÂ In-Ear Headphone,id
kualitas harga rekomendasi yang cari tws under 500rb respon toko cepat cocok jadi langgan mantap,positif,Moondrop Space Travel True Wireless TWS Earphone Bluetooth 5.3,id
jual responsif kualitas iem nya mantap end game juta deh,positif,Moondrop MAY DSP Dynamic Driver + Planar DriverÂ In-Ear Headphone,id
bagus sesuai,positif,Moondrop Space Travel True Wireless TWS Earphone Bluetooth 5.3,id
barang terima baik kirim cepat fast respon jual nya barang original kualitas produk sangat baik mudah guna sedang standby a,positif,Fosi Audio N3 Mini HiFi Portable Headphone Amplifier 3.5MM Gain & Bass,id
packing aman kirim cepat barang fungsi baik,positif,Cayin RU7 / RU-7 Portable USB DAC Dongle,id
kirim sangat cepat barang sesuai ekspektasi,positif,Moondrop CHU 2 / CHU II Dynamic Driver In Ear Monitor Earphone,id
sempet khawatir paket lusuh mungkin pihak ekspedisi pas unboxing barang aman cacat sesuai pesan bukti packaging nya jempo,positif,Moondrop Space Travel True Wireless TWS Earphone Bluetooth 5.3,id
lihat bagus estetik lumayan buat kabel pawer dongle dacamp pc,positif,DD ddHiFi TC02C / TC02L Fast Charging Cable w/High Purity OFC Condutor,id
mantap sangat estetik bisa geser base nya sesuai lubang,positif,DD ddHiFi HS110 / HS-110 / HS 110 HiFi Desktop Stand,id
barang sesuai pesan fungsi baik sesuai spek harga sangat kompetitif packing deliverynya,positif,RUIZU D29 Bluetooth MP3 Player Portable Audio 8GB Support Radio FM,id
barang sesuai pesan fungsi baik harga sangat kompetitif packing deliverynya baik,positif,RUIZU D29 Bluetooth MP3 Player Portable Audio 8GB Support Radio FM,id
njir kayak ekspetasi terlalu tinggi buat kabel dsp nya wkwka first impression pas pake may tuningan warm mendem semua cuma bass nya gede banget aseli bah,positif,Moondrop MAY DSP Dynamic Driver + Planar DriverÂ In-Ear Headphone,id
kirim super cepet packaging aman paling penting barang mas bagus mulusss,positif,Moondrop Space Travel True Wireless TWS Earphone Bluetooth 5.3,id
packing rapih produk bagus sesuai harap,positif,Moondrop Space Travel True Wireless TWS Earphone Bluetooth 5.3,id
barang fungsi baik untuk kualitas suara bagus,positif,Moondrop Space Travel True Wireless TWS Earphone Bluetooth 5.3,id
puas layan toko gercep banget mantap dah,positif,Moondrop CHU 2 DSP / CHU II DSP Dynamic Driver In Ear Monitor Earphone,id
unit mantap cuma gbs connect apps bukan salah jual kalo jual mah lebih responsif satset tbtb besok udah sampe,positif,Moondrop Space Travel True Wireless TWS Earphone Bluetooth 5.3,id
responnya cepat barang aman tuju recommended jual pokok,positif,Moondrop MAY DSP Dynamic Driver + Planar DriverÂ In-Ear Headphone,id
packing aman lengkap sesuai kualitas suara baik terima kasih,positif,Moondrop CHU 2 DSP / CHU II DSP Dynamic Driver In Ear Monitor Earphone,id
barang sesuai deskripsi,positif,AstellnKern HB1 ES9281AC PRO Portable DAC & Headphone Amplifier,id
mantap bukan cuma wangi seperti nama may beneran all round dapat pribadi kalo pake eartips bawa bassnya beneran gede bukan basshead sih,positif,Moondrop MAY DSP Dynamic Driver + Planar DriverÂ In-Ear Headphone,id
worth it sih biasa pakai dfi ganti jauub banget beda,positif,Moondrop MAY DSP Dynamic Driver + Planar DriverÂ In-Ear Headphone,id
barang sesuai pesan fungsi baik harga sangat kompetitif packing deliverynya,positif,RUIZU D29 Bluetooth MP3 Player Portable Audio 8GB Support Radio FM,id
smsl rada ugalugalan mah smsl su1 rupa produk lowend suara hampir sama d6 2x lebih mahal kalau dengar kilas karakter dac i,positif,SMSL SU-1 AK4493S Digital To Analog Desktop DAC,id
kualitas suara sesuai ekspektasi cocok profile,positif,Moondrop MAY DSP Dynamic Driver + Planar DriverÂ In-Ear Headphone,id
kirim cepat bungkus rapi tes jalan baik,positif,Moondrop MAY DSP Dynamic Driver + Planar DriverÂ In-Ear Headphone,id
sound nya sesuai ekspektasi best buy iem 1jt an thanks,positif,Moondrop MAY DSP Dynamic Driver + Planar DriverÂ In-Ear Headphone,id
kualitas bahan jempol suara nya no debat,positif,Audioengine S8 / S-8 / S 8 Premium powered subwoofer,id
safely arrived gg mantap bg memang nyari iem level entry,positif,Moondrop CHU 2 / CHU II Dynamic Driver In Ear Monitor Earphone,id
kualitas bagus kirim cepat packaging bagus tebal fitur anc sangat mantap suara jernih suara cukup sayang mungkin bagi orang rasa,positif,Moondrop Space Travel True Wireless TWS Earphone Bluetooth 5.3,id
barang fungsi baik packing super aman kirim super cepat pake drama2 kurir,positif,FiiO K7 / K 7 High Resolution Desktop DAC and Amplifier,id
suara jernih benerr koneknya gampang the best thankyou,positif,Moondrop Space Travel True Wireless TWS Earphone Bluetooth 5.3,id
respon cepat berang sesuai deskripsi,positif,Moondrop Space Travel True Wireless TWS Earphone Bluetooth 5.3,id
barang sesuai deskripsi,positif,DDHIFI /DD HIFI DJ44B / DJ44C MARK II 4.4mm BAL to 2.5mm/3.5mm Adapter,id
powernya mantap semua iem nerd rapat,positif,FiiO Q11 Portable DAC and Headphone Amplifier,id
lumayan 400k anc samarsamar bawah ath anc23,positif,Moondrop Space Travel True Wireless TWS Earphone Bluetooth 5.3,id
gaming dac cocok buat tidak repot mic external krna ada port mic mantap splitter paket dalam suara mantap lah sesuai knob bass treble menyesu,positif,Fosi Audio K5 PRO USB Gaming DAC With Microphone Headphone Amplifier,id
produk fungsi baik kualitas audio oke,positif,Moondrop Space Travel True Wireless TWS Earphone Bluetooth 5.3,id
